년-월-일,출처 플랫폼,카테고리,성별,연령대,직업군,지역_시,지역_구,제목,접속 시간,사용 시간,검색사이트 URL,언론사 ID,언론사 이름,기사번호,플랫폼 기준 색션,매칭 키워드 
2025-01-04,네이버,뉴스,남성,50대,화이트칼라,서울,구로구,"딸기. 귤도 '금값'.. ""폭염.열대야 탓""",2025-01-04 01:57,6,https://n.news.naver.com/article/659/0000029117?cds=news_edit,1792,전주mbc,29117,사회,딸기
2025-01-04,네이버,뉴스,여성,20대,학생,서울,노원구,"딸기. 귤도 '금값'.. ""폭염.열대야 탓""",2025-01-04 02:46,3,https://n.news.naver.com/article/659/0000029117?cds=news_edit,1792,전주mbc,29117,사회,딸기
2025-01-04,네이버,뉴스,여성,20대,,광주,동구,"딸기. 귤도 '금값'.. ""폭염.열대야 탓""",2025-01-04 23:37,8,https://n.news.naver.com/article/659/0000029117?type=editd&cds=news_edit,1792,전주mbc,29117,사회,딸기
2025-01-04,네이버,뉴스,남성,60대,블루칼라,경기,수원시 장안구,"마늘과 양파, '이렇게' 조리하면 트랜스지방 나온다?",2025-01-04 20:14,7,https://n.news.naver.com/article/296/0000085462?cds=news_edit,2048,코메디닷컴,85462,생활,"양파,마늘"
2025-01-04,네이버,뉴스,여성,30대,화이트칼라,서울,금천구,"말차 vs 녹차… 비슷한 것 같은데, 건강 효과 어떻게 다를까?",2025-01-04 18:30,16,https://n.news.naver.com/article/346/0000078967?sid=103,2318,헬스조선,78967,생활,"녹차,말차"
2025-01-04,네이버,뉴스,여성,50대,,전북,남원시,맛과 건강을 더한 진도 대파의 매력 요리로 주목받아요,2025-01-04 17:29,1,https://n.news.naver.com/article/660/0000076617?cds=news_my,2457,KBC광주방송,76617,사회,대파
2025-01-04,다음,뉴스,여성,40대,전업주부,경북,포항시 북구,"박지현 ""손질 대파 사면 마음 안 좋아""(나 혼자 산다) [TV캡처]",2025-01-04 07:55,68,https://v.daum.net/v/20250103235703313,1224,스포츠투데이,2.03E+16,,대파
2025-01-04,다음,뉴스,여성,40대,블루칼라,인천,연수구,"박지현 ""손질 대파 사면 마음 안 좋아""(나 혼자 산다) [TV캡처]",2025-01-04 10:29,17,https://v.daum.net/v/20250103235703313,1224,스포츠투데이,2.03E+16,,대파
2025-01-04,다음,뉴스,여성,40대,전업주부,인천,남동구,"백지영, 브로콜리 드레스 충격 “스타일리스트가 안티냐고” (살림남)",2025-01-04 22:27,28,https://v.daum.net/v/20250104222204346?x_trkm=t,530,뉴스엔,2.03E+16,,브로콜리
2025-01-04,네이버,뉴스,남성,40대,화이트칼라,경기,수원시 영통구,새해부터 물가 '비상'…치킨·커피·과자에 농산물까지 '껑충',2025-01-04 08:29,10,https://n.news.naver.com/article/448/0000499890?type=editn&cds=news_edit,2544,TV조선,499890,경제,농산물
2025-01-04,네이버,뉴스,여성,30대,기타,충남,서산시,새해부터 물가 '비상'…치킨·커피·과자에 농산물까지 '껑충',2025-01-04 09:18,5,https://n.news.naver.com/article/448/0000499890?cds=news_edit,2544,TV조선,499890,경제,농산물
2025-01-04,네이버,뉴스,남성,40대,학생,충북,보은군,소상공인 카드 수수료 부담 줄자…무이자할부는 '실종',2025-01-04 12:12,4,https://n.news.naver.com/article/374/0000418918?ntype=RANKING,2571,SBSBiz,418918,경제,수수
2025-01-04,네이버,뉴스,여성,20대,,충북,청주시 상당구,소상공인 카드 수수료 부담 줄자…무이자할부는 '실종',2025-01-04 14:43,4,https://n.news.naver.com/article/374/0000418918?cds=news_my,2571,SBSBiz,418918,경제,수수
2025-01-04,네이버,뉴스,여성,30대,기타,경남,통영시,소상공인 카드 수수료 부담 줄자…무이자할부는 '실종',2025-01-04 23:13,1,https://n.news.naver.com/article/374/0000418918?cds=news_edit,2571,SBSBiz,418918,경제,수수
2025-01-04,네이버,뉴스,여성,40대,화이트칼라,대구,달서구,소상공인 카드 수수료 부담 줄자…무이자할부는 '실종',2025-01-04 23:22,14,https://n.news.naver.com/article/374/0000418918?cds=news_edit,2571,SBSBiz,418918,경제,수수
2025-01-04,다음,뉴스,여성,40대,화이트칼라,서울,동작구,소상공인 카드 수수료 부담 줄자…무이자할부는 '실종',2025-01-04 11:05,55,https://v.daum.net/v/20250104080006497,2571,SBSBiz,2.03E+16,,수수
2025-01-04,기타,뉴스,남성,60대,,경기,광주시,"수족냉증, 초기 감기에 특효! 제철 생강의 놀라운 효능 7 - 코메디닷컴",2025-01-04 16:40,118,https://kormedi.com/1641840/,2048,코메디닷컴,,,"생강,제철"
2025-01-04,네이버,뉴스,여성,50대,블루칼라,부산,해운대구,"수현 “평생 고기 먹어본 적 없어”...새해에도 채소 가득, 이유는?",2025-01-04 18:37,27,https://n.news.naver.com/article/296/0000085454?cds=news_my,2048,코메디닷컴,85454,생활,채소
2025-01-04,다음,뉴스,여성,30대,화이트칼라,경기,수원시 영통구,"이영자, 또 채소 씨 말린다..바질김치 이어 비늘김치→'파친놈' 전현무 '배친놈'으로('전참시')",2025-01-04 15:52,13,https://v.daum.net/v/20250104154603391?x_trkm=t,1222,스포츠조선,2.03E+16,,채소
2025-01-04,다음,뉴스,여성,40대,화이트칼라,경기,의정부시,"이영자, 또 채소 씨 말린다..바질김치 이어 비늘김치→'파친놈' 전현무 '배친놈'으로('전참시')",2025-01-04 22:14,2,https://v.daum.net/v/20250104154603391?x_trkm=t,1222,스포츠조선,2.03E+16,,채소
2025-01-04,다음,뉴스,여성,30대,블루칼라,경기,성남시 중원구,"전현무, 캐릭터 욕심이 왜 이리 과해…파친놈 이어 이번엔 'Mr. 배추'라니('전참시')",2025-01-04 22:03,298,https://v.daum.net/v/20250104220102218?x_trkm=t,2071,텐아시아,2.03E+16,,배추
2025-01-04,네이버,뉴스,여성,50대,기타,서울,강서구,중 허베이 야채시장 화재...8명 사망·15명 부상,2025-01-04 21:48,22,https://n.news.naver.com/article/052/0002136336?sid=104,2554,YTN,2136336,세계,야채
2025-01-04,네이버,뉴스,여성,50대,,부산,사상구,콩나물비빔밥 '골목안집' 서면 한복판서 이 가격에 이 맛을!,2025-01-04 22:55,69,https://n.news.naver.com/article/082/0000436819?sid=102,964,부산일보,436819,"사회,생활",콩나물
2025-01-05,네이버,뉴스,남성,60대,화이트칼라,경기,고양시 일산서구,"""생강차, 요거트도?""...술 마신 후 숙취 날리는 음식 8",2025-01-05 07:53,179,https://n.news.naver.com/article/296/0000085471?cds=news_edit,2048,코메디닷컴,85471,생활,생강
2025-01-05,다음,뉴스,남성,40대,화이트칼라,경기,용인시 기흥구,"""생강차, 요거트도?""...술 마신 후 숙취 날리는 음식 8",2025-01-05 11:47,4,https://v.daum.net/v/20250105070106082,2048,코메디닷컴,2.03E+16,,생강
2025-01-05,다음,뉴스,남성,40대,화이트칼라,경기,용인시 기흥구,"""생강차, 요거트도?""...술 마신 후 숙취 날리는 음식 8",2025-01-05 11:17,233,https://v.daum.net/v/20250105070106082,2048,코메디닷컴,2.03E+16,,생강
2025-01-05,네이버,뉴스,남성,40대,블루칼라,경기,수원시 권선구,"""생강차, 요거트도?""...술 마신 후 숙취 날리는 음식 8",2025-01-05 18:14,43,https://n.news.naver.com/article/296/0000085471?cds=news_my,2048,코메디닷컴,85471,생활,생강
2025-01-05,다음,뉴스,남성,50대,화이트칼라,서울,성북구,"""설 다가오는데"" 머리 싸매는 주부들…배추 59%·무 77% `껑충`",2025-01-05 15:27,45,https://v.daum.net/v/20250105142910456,770,디지털타임스,2.03E+16,,배추
2025-01-05,다음,뉴스,남성,40대,화이트칼라,충남,공주시,`한파속 웨이팅`…성심당 딸기시루가 뭐길래[먹어보고서],2025-01-05 17:45,9,https://v.daum.net/v/20250105094336832?x_trkm=t,1622,이데일리,2.03E+16,,딸기
2025-01-05,기타,뉴스,여성,40대,전업주부,경기,의정부시,`한파속 웨이팅`…성심당 딸기시루가 뭐길래[먹어보고서],2025-01-05 10:21,49,https://m.edaily.co.kr/News/ReadM?mediaCodeNo=257&newsId=01282486642034768&utm_source=daum_mynews&utm_medium=referral&utm_campaign=daum_mynews&kakao_from=mainnews,1622,이데일리,,,딸기
2025-01-05,네이버,뉴스,여성,60대,전업주부,부산,연제구,`한파속 웨이팅`…성심당 딸기시루가 뭐길래[먹어보고서],2025-01-05 11:07,192,https://n.news.naver.com/mnews/hotissue/article/018/0005918657?cid=2002147&type=series&cds=news_edit,1622,이데일리,5918657,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,경기,수원시 영통구,`한파속 웨이팅`…성심당 딸기시루가 뭐길래[먹어보고서],2025-01-05 11:28,124,https://n.news.naver.com/article/018/0005918657?cds=news_edit,1622,이데일리,5918657,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,경기,수원시 영통구,`한파속 웨이팅`…성심당 딸기시루가 뭐길래[먹어보고서],2025-01-05 11:31,42,https://n.news.naver.com/article/018/0005918657?cds=news_edit,1622,이데일리,5918657,경제,딸기
2025-01-05,네이버,뉴스,여성,70대,전업주부,서울,강동구,“겨울 딸기 좀 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래,2025-01-05 13:28,6,https://n.news.naver.com/article/016/0002411448?cds=news_edit,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,남성,30대,화이트칼라,대전,유성구,“겨울 딸기 좀 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래,2025-01-05 14:19,22,https://n.news.naver.com/article/016/0002411448?cds=news_edit,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,20대,학생,경기,시흥시,“겨울 딸기 좀 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래,2025-01-05 21:40,57,https://n.news.naver.com/article/016/0002411448?cds=news_edit,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,20대,학생,경기,시흥시,“겨울 딸기 좀 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래,2025-01-05 20:45,62,https://n.news.naver.com/article/016/0002411448?cds=news_edit,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,60대,,서울,강남구,“겨울 딸기 좀 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래,2025-01-05 19:58,8,https://n.news.naver.com/article/016/0002411448?cds=news_edit,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,화이트칼라,인천,서구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 03:11,50,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,남성,40대,화이트칼라,인천,서구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 08:00,11,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,전업주부,울산,남구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 06:44,21,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,블루칼라,경기,과천시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 08:23,5,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,전업주부,경남,진주시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 04:21,42,https://n.news.naver.com/article/022/0003999846?type=editn&cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,남성,40대,학생,인천,부평구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 01:20,3,https://n.news.naver.com/article/022/0003999846?type=editn&cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,50대,블루칼라,서울,광진구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 05:08,37,https://n.news.naver.com/article/022/0003999846?cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,화이트칼라,충북,제천시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 00:34,34,https://n.news.naver.com/article/022/0003999846?cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,학생,경기,고양시 덕양구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 00:22,2,https://n.news.naver.com/article/022/0003999846?cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,남성,40대,화이트칼라,서울,송파구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 02:25,24,https://n.news.naver.com/article/022/0003999846?cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,기타,경기,부천시 소사구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 02:13,25,https://n.news.naver.com/article/022/0003999846?cds=news_edit,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,남성,30대,블루칼라,서울,영등포구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 01:37,12,https://n.news.naver.com/article/022/0003999846?ntype=RANKING,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,전남,목포시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 06:30,36,https://n.news.naver.com/article/022/0003999846?ntype=RANKING,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,경남,밀양시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 11:23,3,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,블루칼라,서울,구로구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 09:11,4,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,경기,파주시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 09:24,56,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,50대,블루칼라,부산,동래구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 10:02,39,https://n.news.naver.com/article/022/0003999846?cds=news_my,1145,세계일보,3999846,경제,딸기
2025-01-05,네이버,뉴스,여성,30대,화이트칼라,충북,제천시,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들,2025-01-05 13:50,25,https://n.news.naver.com/article/022/0003999846?ntype=RANKING,1145,세계일보,3999846,경제,딸기
2025-01-05,기타,뉴스,여성,50대,전업주부,대전,중구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 04:05,1,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,여성,50대,전업주부,대전,중구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 04:05,73,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,남성,40대,화이트칼라,서울,송파구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 05:49,57,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,남성,60대,,경기,수원시 장안구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 07:27,45,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,남성,50대,화이트칼라,경기,고양시 일산동구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 07:59,2,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,여성,50대,화이트칼라,부산,동래구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 01:59,35,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,여성,30대,화이트칼라,서울,도봉구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 12:07,30,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,기타,뉴스,여성,60대,화이트칼라,서울,송파구,“딸애가 자꾸 딸기 딸기 거리는데…” 머리 싸매는 주부들 | 세계일보,2025-01-05 13:59,58,https://m.segye.com/daumview/20250103506092,1145,세계일보,,,딸기
2025-01-05,네이버,뉴스,여성,30대,기타,경남,진주시,“소고기뭇국 끓이기 겁난다”…설 코앞인데 채소·과일값 얼마나 올랐길래,2025-01-05 14:00,22,https://n.news.naver.com/article/009/0005423812?cds=news_my,810,매일경제,5423812,경제,"과일,채소"
2025-01-05,네이버,뉴스,여성,40대,블루칼라,경기,화성시,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 17:27,92,https://n.news.naver.com/article/016/0002411448?ntype=RANKING,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,50대,화이트칼라,경기,광명시,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 14:55,17,https://n.news.naver.com/article/016/0002411448,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,남성,40대,화이트칼라,부산,연제구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 15:52,3,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,남성,40대,화이트칼라,서울,송파구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 16:52,8,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,남성,30대,학생,서울,마포구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 23:10,19,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,50대,전업주부,서울,강동구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 23:57,9,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,블루칼라,인천,서구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 22:03,3,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,부산,부산진구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 21:39,36,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,부산,부산진구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 21:40,11,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,여성,40대,화이트칼라,부산,부산진구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 21:42,7,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,네이버,뉴스,남성,30대,화이트칼라,대구,달서구,"“여보, 나 겨울 딸기 먹고 싶은데”…‘충격’ 과일·채소값 도대체 얼마길래",2025-01-05 21:44,39,https://n.news.naver.com/article/016/0002411448?cds=news_my,2307,헤럴드경제,2411448,경제,딸기
2025-01-05,다음,뉴스,남성,50대,블루칼라,광주,서구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 11:05,3,https://v.daum.net/v/20250105095542978?f=m,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,여성,60대,전업주부,대구,동구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 13:07,172,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,40대,화이트칼라,서울,관악구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 13:12,4,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,60대,화이트칼라,서울,강남구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 13:27,98,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,50대,화이트칼라,경기,부천시 오정구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 11:56,22,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,여성,40대,화이트칼라,경기,화성시,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 11:11,2,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,60대,화이트칼라,서울,노원구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:08,17,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,50대,화이트칼라,서울,성북구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:38,33,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,50대,화이트칼라,광주,광산구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:24,154,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,40대,블루칼라,충남,아산시,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:30,46,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,60대,화이트칼라,서울,강남구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:47,105,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,60대,화이트칼라,경기,김포시,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:14,3,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,남성,40대,학생,서울,노원구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:53,4,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,여성,50대,블루칼라,서울,은평구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:06,71,https://v.daum.net/v/20250105095542978,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,다음,뉴스,여성,50대,,광주,북구,"고추 말리던 곳이라더니... 무안공항 관제량, 울산의 3배 ↑",2025-01-05 10:57,4,https://v.daum.net/v/20250105095542978?x_imp=dG9yb3NfbXRvcF9uZXdzX3RvcGlzc3VlX2NiYW5kaXQ=&x_hk=NzI0NDkzZDg0ZjlkMjE3MTc3,2114,파이낸셜뉴스,2.03E+16,,고추
2025-01-05,네이버,뉴스,남성,30대,,부산,사하구,고추장에도 '매운맛 등급'이 있다고?,2025-01-05 16:05,31,https://n.news.naver.com/article/648/0000032137?sid=101,1013,비즈워치,32137,경제,고추
2025-01-05,네이버,뉴스,남성,40대,기타,경북,포항시 남구,고추장에도 '매운맛 등급'이 있다고?,2025-01-05 23:53,64,https://n.news.naver.com/article/648/0000032137?cds=news_edit,1013,비즈워치,32137,경제,고추
2025-01-05,네이버,뉴스,여성,20대,,충북,청주시 상당구,고추장에도 '매운맛 등급'이 있다고?,2025-01-05 15:42,4,https://n.news.naver.com/article/648/0000032137?cds=news_edit,1013,비즈워치,32137,경제,고추
2025-01-05,다음,뉴스,여성,50대,전업주부,경남,김해시,농산물 폭등에 유가·천연가스까지…에브리싱 랠리 덮치나,2025-01-05 00:29,3,https://v.daum.net/v/20250104050034179,1893,중앙일보,2.03E+16,,농산물
2025-01-05,네이버,뉴스,여성,40대,전업주부,광주,서구,"마늘과 양파, '이렇게' 조리하면 트랜스지방 나온다?",2025-01-05 00:03,38,https://n.news.naver.com/article/296/0000085462?cds=news_edit,2048,코메디닷컴,85462,생활,"양파,마늘"
2025-01-05,다음,뉴스,남성,30대,화이트칼라,서울,송파구,"마늘과 양파, '이렇게' 조리하면 트랜스지방 나온다?",2025-01-05 09:34,18,https://v.daum.net/v/20250104190555016,2048,코메디닷컴,2.03E+16,,"양파,마늘"
2025-01-05,네이버,뉴스,여성,50대,,전북,남원시,맛과 건강을 더한 진도 대파의 매력 요리로 주목받아요,2025-01-05 07:54,1,https://n.news.naver.com/article/660/0000076617?cds=news_my,2457,KBC광주방송,76617,사회,대파
2025-01-05,네이버,뉴스,여성,20대,학생,대구,서구,배추·무값 두배 올랐다…설 앞두고 물가 고공행진,2025-01-05 13:35,7,https://n.news.naver.com/article/243/0000070756?cds=news_my,1642,이코노미스트,70756,경제,배추
2025-01-05,다음,뉴스,남성,40대,화이트칼라,서울,서대문구,"백지영, ♥정석원보다 딸 ""아픈 母 위해 딸기 준비...남편은 기억 안나"" ('살림남') [종합]",2025-01-05 08:52,15,https://v.daum.net/v/20250105071554250?x_trkm=t,1222,스포츠조선,2.03E+16,,딸기
2025-01-05,다음,뉴스,여성,50대,전업주부,대전,중구,"백지영, ♥정석원보다 딸 ""아픈 母 위해 딸기 준비...남편은 기억 안나"" ('살림남') [종합]",2025-01-05 13:41,106,https://v.daum.net/v/20250105071554250?x_trkm=t,1222,스포츠조선,2.03E+16,,딸기
2025-01-05,다음,뉴스,여성,40대,블루칼라,경기,김포시,"백지영, ♥정석원보다 딸 ""아픈 母 위해 딸기 준비...남편은 기억 안나"" ('살림남') [종합]",2025-01-05 14:48,10,https://v.daum.net/v/20250105071554250?x_trkm=t,1222,스포츠조선,2.03E+16,,딸기
2025-01-05,다음,뉴스,여성,30대,화이트칼라,경기,광명시,"백지영, ♥정석원보다 딸 ""아픈 母 위해 딸기 준비...남편은 기억 안나"" ('살림남') [종합]",2025-01-05 11:59,47,https://v.daum.net/v/20250105071554250,1222,스포츠조선,2.03E+16,,딸기
